elevator,reason,out_of_service,first_missed,estimated_return
EL319,Under Investigation,2018-03-01 23:10:00+00:00,2018-03-02 05:27:10.205433+00:00,2018-03-02 11:00:00+00:00
EL406,Under Investigation,2018-03-01 21:55:00+00:00,2018-03-02 00:11:09.776331+00:00,2018-03-02 10:00:00+00:00
EL320,Under Investigation,2018-03-01 22:12:00+00:00,2018-03-02 01:04:07.964790+00:00,2018-03-02 11:00:00+00:00
EL447,Repair,2018-03-01 20:55:00+00:00,2018-03-01 22:13:07.737773+00:00,2018-03-02 03:00:00+00:00
EL127,Repair,2018-03-01 20:38:00+00:00,2018-03-01 21:48:08.073471+00:00,2018-03-02 09:00:00+00:00
EL310,Repair,2018-03-01 20:10:00+00:00,2018-03-01 21:34:09.022760+00:00,2018-03-02 03:00:00+00:00
EL137,Repair,2018-03-01 19:07:00+00:00,2018-03-01 21:26:09.442198+00:00,2018-03-02 03:00:00+00:00
EL277,Under Investigation,2018-03-01 18:08:00+00:00,2018-03-01 19:02:07.490487+00:00,2018-03-02 07:00:00+00:00
EL126,Warranty Repair,2018-03-01 17:40:00+00:00,2018-03-01 18:15:07.650128+00:00,2018-03-01 21:00:00+00:00
EL133,Repair,2018-03-01 17:16:00+00:00,2018-03-01 20:06:07.401308+00:00,2018-03-01 21:00:00+00:00
EL318,Repair,2018-03-01 17:30:00+00:00,2018-03-02 00:37:08.384514+00:00,2018-03-01 21:00:00+00:00
EL378,Under Investigation,2018-03-01 16:31:00+00:00,2018-03-01 20:44:07.821556+00:00,2018-03-02 05:00:00+00:00
EL240,Under Investigation,2018-03-01 16:40:00+00:00,2018-03-01 22:09:07.081385+00:00,2018-03-02 05:00:00+00:00
EL447,Under Investigation,2018-03-01 16:26:00+00:00,2018-03-01 16:53:07.854007+00:00,2018-03-02 05:00:00+00:00
EL335,Under Investigation,2018-03-01 15:59:00+00:00,2018-03-01 17:12:06.938207+00:00,2018-03-02 04:00:00+00:00
EL334,Under Investigation,2018-03-01 16:01:00+00:00,2018-03-01 17:11:08.857636+00:00,2018-03-02 05:00:00+00:00
EL333,Under Investigation,2018-03-01 15:58:00+00:00,2018-03-01 17:14:07.885641+00:00,2018-03-02 04:00:00+00:00
EL204,Repair,2018-03-01 16:18:00+00:00,2018-03-01 16:47:07.753043+00:00,2018-03-02 03:00:00+00:00
EL442,Maintenance,2018-03-01 16:15:00+00:00,2018-03-02 01:38:07.511318+00:00,2018-03-02 05:00:00+00:00
EL406,Warranty Repair,2018-03-01 16:10:00+00:00,2018-03-01 16:58:08.658117+00:00,2018-03-01 21:00:00+00:00
EL421,Repair,2018-03-01 15:50:00+00:00,2018-03-01 17:11:08.857636+00:00,2018-03-02 05:00:00+00:00
EL317,Repair,2018-03-01 15:33:00+00:00,2018-03-01 20:08:08.679087+00:00,2018-03-01 21:00:00+00:00
EL316,Repair,2018-03-01 15:16:00+00:00,2018-03-01 15:40:06.712501+00:00,2018-03-01 21:00:00+00:00
EL245,Maintenance,2018-03-01 15:10:00+00:00,2018-03-01 16:42:07.940835+00:00,2018-03-02 04:00:00+00:00
EL402,Repair,2018-03-01 15:10:00+00:00,2018-03-01 16:10:07.288579+00:00,2018-03-01 21:00:00+00:00
EL393,Repair,2018-03-01 14:45:00+00:00,2018-03-01 22:57:08.501913+00:00,2018-03-02 02:00:00+00:00
EL149,Repair,2018-03-01 14:58:00+00:00,2018-03-01 19:37:08.376585+00:00,2018-03-01 21:00:00+00:00
EL308,Maintenance,2018-03-01 14:35:00+00:00,2018-03-01 19:36:07.790948+00:00,2018-03-02 02:00:00+00:00
EL226,Maintenance,2018-03-01 14:30:00+00:00,2018-03-01 15:45:07.686386+00:00,2018-03-02 03:00:00+00:00
EL323,Repair,2018-03-01 14:25:00+00:00,2018-03-01 19:55:07.103469+00:00,2018-03-01 21:00:00+00:00
EL316,Warranty Repair,2018-03-01 14:20:00+00:00,2018-03-01 14:57:07.401494+00:00,2018-03-02 02:00:00+00:00
EL421,Under Investigation,2018-03-01 14:15:00+00:00,2018-03-01 15:26:08.724788+00:00,2018-03-02 03:00:00+00:00
EL310,Maintenance,2018-03-01 14:00:00+00:00,2018-03-01 18:06:06.735359+00:00,2018-03-02 02:00:00+00:00
EL132,Repair,2018-03-01 14:00:00+00:00,2018-03-01 16:39:07.013177+00:00,2018-03-01 21:00:00+00:00
EL720,Under Investigation,2018-03-01 13:55:00+00:00,2018-03-01 14:22:08.843525+00:00,2018-03-02 02:00:00+00:00
EL600,Under Investigation,2018-03-01 13:32:00+00:00,2018-03-01 14:53:09.459419+00:00,2018-03-02 02:00:00+00:00
EL142,Under Investigation,2018-03-01 13:22:00+00:00,2018-03-01 16:27:06.941599+00:00,2018-03-02 02:00:00+00:00
EL107,Repair,2018-03-01 12:30:00+00:00,2018-03-01 14:02:06.954606+00:00,2018-03-02 00:30:00+00:00
EL192,Under Investigation,2018-03-01 11:10:00+00:00,2018-03-01 12:39:06.708671+00:00,2018-03-01 23:00:00+00:00
EL196,Maintenance,2018-03-01 08:43:00+00:00,2018-03-01 10:22:07.280153+00:00,2018-03-01 11:00:00+00:00
EL128,Maintenance,2018-03-01 07:37:00+00:00,2018-03-01 09:58:07.733694+00:00,2018-03-01 14:00:00+00:00
EL265,Under Investigation,2018-03-01 07:05:00+00:00,2018-03-01 10:01:07.038325+00:00,2018-03-01 20:00:00+00:00
EL112,Maintenance,2018-03-01 06:30:00+00:00,2018-03-01 10:58:06.481359+00:00,2018-03-01 11:00:00+00:00
EL195,Maintenance,2018-03-01 06:11:00+00:00,2018-03-01 08:09:06.414581+00:00,2018-03-01 11:00:00+00:00
EL429,Maintenance,2018-03-01 05:03:00+00:00,2018-03-01 10:02:07.319559+00:00,2018-03-01 11:00:00+00:00
EL127,Maintenance,2018-03-01 05:05:00+00:00,2018-03-01 07:29:08.133945+00:00,2018-03-01 11:00:00+00:00
EL159,Maintenance,2018-03-01 04:47:00+00:00,2018-03-01 09:55:07.251414+00:00,2018-03-01 11:00:00+00:00
EL307,Maintenance,2018-03-01 04:40:00+00:00,2018-03-01 09:50:06.682271+00:00,2018-03-01 13:00:00+00:00
EL197,Access Improvements,2018-03-01 04:37:00+00:00,2018-03-01 06:15:07.240820+00:00,2018-03-01 11:00:00+00:00
EL240,Maintenance,2018-03-01 04:17:00+00:00,2018-03-01 10:14:07.120977+00:00,2018-03-01 11:00:00+00:00
EL345,Maintenance,2018-03-01 04:57:00+00:00,2018-03-01 10:22:07.280153+00:00,2018-03-01 11:00:00+00:00
EL180,Inspection,2018-03-01 04:50:00+00:00,2018-03-01 09:01:07.904472+00:00,2018-03-01 11:00:00+00:00
EL723,Maintenance,2018-03-01 04:30:00+00:00,2018-03-01 10:06:07.673037+00:00,2018-03-01 14:00:00+00:00
EL181,Maintenance,2018-03-01 04:23:00+00:00,2018-03-01 10:13:07.125577+00:00,2018-03-01 11:00:00+00:00
EL229,Maintenance,2018-03-01 04:17:00+00:00,2018-03-01 10:08:08.157912+00:00,2018-03-01 11:00:00+00:00
EL196,Under Investigation,2018-03-01 00:47:00+00:00,2018-03-01 04:38:06.926546+00:00,2018-03-01 13:00:00+00:00
EL148,Repair,2018-03-01 01:07:00+00:00,2018-03-01 05:16:06.876598+00:00,2018-03-01 14:00:00+00:00
EL420,Under Investigation,2018-02-28 23:51:00+00:00,2018-03-01 05:13:07.513911+00:00,2018-03-01 12:00:00+00:00
EL142,Under Investigation,2018-02-28 23:13:00+00:00,2018-03-01 02:10:06.575968+00:00,2018-03-01 12:00:00+00:00
EL442,Repair,2018-02-28 22:35:00+00:00,2018-02-28 22:59:07.595718+00:00,2018-03-01 11:00:00+00:00
EL706,Under Investigation,2018-02-28 22:13:00+00:00,2018-02-28 23:00:06.305696+00:00,2018-03-01 11:00:00+00:00
EL443,Under Investigation,2018-02-28 22:29:00+00:00,2018-03-01 03:33:07.928367+00:00,2018-03-01 11:00:00+00:00
EL700X,Repair,2018-02-28 21:48:00+00:00,2018-03-01 20:23:08.409494+00:00,2018-03-01 11:00:00+00:00
EL716,Under Investigation,2018-02-28 21:41:00+00:00,2018-03-01 10:13:07.125577+00:00,2018-03-01 10:00:00+00:00
EL244,Under Investigation,2018-02-28 20:45:00+00:00,2018-03-01 21:16:08.408711+00:00,2018-03-01 09:00:00+00:00
EL267,Under Investigation,2018-02-28 20:43:00+00:00,2018-02-28 22:17:07.704403+00:00,2018-03-01 09:00:00+00:00
EL413,Under Investigation,2018-02-28 19:01:00+00:00,2018-02-28 22:31:07.108112+00:00,2018-03-01 08:00:00+00:00
EL149,Repair,2018-02-28 18:57:00+00:00,2018-02-28 19:48:07.922151+00:00,2018-02-28 21:00:00+00:00
EL111,Repair,2018-02-28 17:45:00+00:00,2018-02-28 18:18:07.095391+00:00,2018-03-01 06:00:00+00:00
EL447,Under Investigation,2018-02-28 16:56:00+00:00,2018-02-28 17:14:08.630791+00:00,2018-03-01 05:00:00+00:00
EL333,Under Investigation,2018-02-28 15:51:00+00:00,2018-02-28 19:16:07.572531+00:00,2018-03-01 04:00:00+00:00
EL408,Maintenance,2018-02-28 15:50:00+00:00,2018-02-28 18:07:08.570928+00:00,2018-03-01 03:50:00+00:00
EL299,Repair,2018-02-28 15:10:00+00:00,2018-02-28 18:09:07.529338+00:00,2018-03-01 03:00:00+00:00
EL248,Warranty Repair,2018-02-28 14:55:00+00:00,2018-02-28 17:56:08.275783+00:00,2018-03-01 03:00:00+00:00
EL217,Repair,2018-02-28 14:50:00+00:00,2018-02-28 16:02:06.555146+00:00,2018-03-01 03:00:00+00:00
EL323,Maintenance,2018-02-28 14:30:00+00:00,2018-02-28 20:28:08.140061+00:00,2018-03-01 02:30:00+00:00
EL342,Repair,2018-02-28 14:18:00+00:00,2018-03-01 17:48:07.775769+00:00,2018-03-01 03:00:00+00:00
EL104,Repair,2018-02-28 14:20:00+00:00,2018-02-28 15:13:07.495712+00:00,2018-02-28 21:00:00+00:00
EL149,Under Investigation,2018-02-28 14:14:00+00:00,2018-02-28 18:52:07.755584+00:00,2018-03-01 03:00:00+00:00
EL132,Maintenance,2018-02-28 14:00:00+00:00,2018-02-28 19:54:06.851125+00:00,2018-03-01 02:00:00+00:00
EL244,Repair,2018-02-28 13:55:00+00:00,2018-02-28 20:33:06.871436+00:00,2018-02-28 21:00:00+00:00
EL110,Under Investigation,2018-02-28 13:04:00+00:00,2018-02-28 14:59:08.431711+00:00,2018-03-01 02:00:00+00:00
EL304,Under Investigation,2018-02-28 13:06:00+00:00,2018-02-28 15:36:07.286554+00:00,2018-03-01 02:00:00+00:00
EL317,Under Investigation,2018-02-28 13:05:00+00:00,2018-02-28 15:04:07.126326+00:00,2018-03-01 02:00:00+00:00
EL120,Under Investigation,2018-02-28 12:24:00+00:00,2018-02-28 14:32:08.151544+00:00,2018-03-01 01:00:00+00:00
EL107,Under Investigation,2018-02-28 12:32:00+00:00,2018-02-28 14:07:07.521758+00:00,2018-03-01 01:00:00+00:00
EL329,Maintenance,2018-02-28 09:42:00+00:00,2018-02-28 11:49:08.028603+00:00,2018-02-28 13:00:00+00:00
EL264,Repair,2018-02-28 09:12:00+00:00,2018-03-01 15:52:08.336643+00:00,2018-02-28 14:00:00+00:00
EL447,Under Investigation,2018-02-28 10:02:00+00:00,2018-02-28 16:58:07.871469+00:00,2018-02-28 23:00:00+00:00
EL291X,Repair,2018-02-28 05:05:00+00:00,2018-02-28 18:58:08.746602+00:00,2018-02-28 18:00:00+00:00
EL112,Maintenance,2018-02-28 07:40:00+00:00,2018-02-28 10:48:07.391133+00:00,2018-02-28 15:00:00+00:00
EL341,Maintenance,2018-02-28 07:32:00+00:00,2018-02-28 10:00:06.493591+00:00,2018-02-28 11:00:00+00:00
EL264,Maintenance,2018-02-28 07:11:00+00:00,2018-02-28 11:05:07.524797+00:00,2018-02-28 11:00:00+00:00
EL267,Maintenance,2018-02-28 07:08:00+00:00,2018-02-28 09:18:06.784652+00:00,2018-02-28 11:00:00+00:00
EL124,Repair,2018-02-28 06:45:00+00:00,2018-02-28 07:56:07.743487+00:00,2018-02-28 11:00:00+00:00
EL441,Repair,2018-02-28 06:35:00+00:00,2018-02-28 07:22:07.475275+00:00,2018-02-28 11:00:00+00:00
EL442,Repair,2018-02-28 06:37:00+00:00,2018-02-28 07:23:07.545500+00:00,2018-02-28 11:00:00+00:00
EL443,Repair,2018-02-28 06:39:00+00:00,2018-02-28 07:24:06.386556+00:00,2018-02-28 11:00:00+00:00
EL440,Maintenance,2018-02-28 06:10:00+00:00,2018-02-28 10:05:08.344903+00:00,2018-03-01 14:00:00+00:00
EL114,Under Investigation,2018-02-28 05:57:00+00:00,2018-02-28 07:41:07.270799+00:00,2018-03-02 05:00:00+00:00
EL723,Inspection,2018-02-28 05:57:00+00:00,2018-02-28 10:27:08.315901+00:00,2018-02-28 11:00:00+00:00
EL397,Maintenance,2018-02-28 05:53:00+00:00,2018-02-28 09:49:07.000833+00:00,2018-02-28 13:00:00+00:00
EL240,Maintenance,2018-02-28 05:25:00+00:00,2018-02-28 10:06:07.600820+00:00,2018-02-28 11:00:00+00:00
EL409,Inspection,2018-02-28 05:25:00+00:00,2018-02-28 09:10:06.651456+00:00,2018-02-28 11:00:00+00:00
EL307,Maintenance,2018-02-28 04:50:00+00:00,2018-02-28 09:55:07.835188+00:00,2018-02-28 11:00:00+00:00
EL391,Repair,2018-02-28 04:45:00+00:00,2018-02-28 09:02:07.124744+00:00,2018-02-28 17:00:00+00:00
EL345,Maintenance,2018-02-28 04:57:00+00:00,2018-02-28 09:48:07.551325+00:00,2018-02-28 11:00:00+00:00
EL382,Repair,2018-02-28 04:54:00+00:00,2018-02-28 06:40:06.921746+00:00,2018-02-28 11:00:00+00:00
EL401,Inspection,2018-02-28 04:30:00+00:00,2018-02-28 08:57:07.901148+00:00,2018-02-28 07:00:00+00:00
EL343,Inspection,2018-02-28 04:45:00+00:00,2018-02-28 09:25:07.088263+00:00,2018-02-28 11:00:00+00:00
EL429,Maintenance,2018-02-28 04:35:00+00:00,2018-02-28 09:47:07.895546+00:00,2018-02-28 11:00:00+00:00
EL181,Maintenance,2018-02-28 04:35:00+00:00,2018-02-28 10:02:08.290117+00:00,2018-02-28 10:00:00+00:00
EL130,Maintenance,2018-02-28 04:40:00+00:00,2018-02-28 10:14:07.647013+00:00,2018-02-28 11:00:00+00:00
EL195,Maintenance,2018-02-28 04:30:00+00:00,2018-02-28 10:00:06.493591+00:00,2018-02-28 11:00:00+00:00
EL229,Maintenance,2018-02-28 04:15:00+00:00,2018-02-28 10:16:08.318219+00:00,2018-02-28 11:00:00+00:00
EL259,Maintenance,2018-02-28 03:30:00+00:00,2018-02-28 06:06:07.743147+00:00,2018-02-28 11:00:00+00:00
EL189,Under Investigation,2018-02-28 02:05:00+00:00,2018-02-28 04:39:07.297222+00:00,2018-02-28 15:00:00+00:00
EL462,Under Investigation,2018-02-28 02:15:00+00:00,2018-02-28 08:46:07.933032+00:00,2018-02-28 15:00:00+00:00
EL295X,Repair,2018-02-28 01:56:00+00:00,2018-03-01 00:45:06.628017+00:00,2018-02-28 14:00:00+00:00
EL215,Under Investigation,2018-02-28 01:40:00+00:00,2018-03-03 19:14:08.567790+00:00,2018-02-28 14:00:00+00:00
EL397,Repair,2018-02-28 01:45:00+00:00,2018-02-28 05:54:08.160175+00:00,2018-02-28 13:00:00+00:00
EL443,Under Investigation,2018-02-28 01:37:00+00:00,2018-02-28 06:09:06.889538+00:00,2018-02-28 14:00:00+00:00
EL710,Repair,2018-02-27 23:34:00+00:00,2018-02-28 00:40:06.886827+00:00,2018-02-28 05:00:00+00:00
EL446,Repair,2018-02-27 23:10:00+00:00,2018-02-28 06:37:07.072744+00:00,2018-03-01 04:00:00+00:00
EL143,Repair,2018-02-27 22:58:00+00:00,2018-03-04 00:03:07.139980+00:00,2018-03-01 04:00:00+00:00
EL701,Repair,2018-02-27 22:35:00+00:00,2018-03-01 16:50:07.090856+00:00,2018-02-28 11:00:00+00:00
EL339,Under Investigation,2018-02-27 22:33:00+00:00,2018-02-28 03:48:07.604430+00:00,2018-02-28 11:00:00+00:00
EL397,Repair,2018-02-27 22:03:00+00:00,2018-02-28 01:45:06.447673+00:00,2018-02-28 04:00:00+00:00
EL427,Repair,2018-02-27 21:50:00+00:00,2018-02-28 01:35:08.327624+00:00,2018-02-28 10:00:00+00:00
EL247,Repair,2018-02-27 21:50:00+00:00,2018-02-27 22:03:08.346760+00:00,2018-02-28 10:00:00+00:00
EL700X,Repair,2018-02-27 21:36:00+00:00,2018-02-28 18:58:08.746602+00:00,2018-02-28 04:00:00+00:00
EL444,Repair,2018-02-27 21:30:00+00:00,2018-02-27 22:05:07.319063+00:00,2018-02-28 03:00:00+00:00
EL421,Under Investigation,2018-02-27 20:49:00+00:00,2018-02-27 21:57:07.824745+00:00,2018-02-28 09:00:00+00:00
EL492X,Repair,2018-02-27 20:57:00+00:00,2018-02-28 10:44:07.899182+00:00,2018-02-28 03:00:00+00:00
EL140,Repair,2018-02-27 20:45:00+00:00,2018-02-28 01:55:07.849687+00:00,2018-02-28 09:00:00+00:00
EL401,Under Investigation,2018-02-27 18:46:00+00:00,2018-02-28 04:32:07.110809+00:00,2018-02-28 07:00:00+00:00
EL708,Under Investigation,2018-02-27 18:27:00+00:00,2018-02-27 22:19:08.152487+00:00,2018-02-28 07:00:00+00:00
EL218,Under Investigation,2018-02-27 18:20:00+00:00,2018-02-27 19:42:07.462038+00:00,2018-02-28 07:00:00+00:00
EL708,Under Investigation,2018-02-27 18:07:00+00:00,2018-02-27 18:31:07.017488+00:00,2018-02-28 07:00:00+00:00
EL424,Under Investigation,2018-02-27 17:50:00+00:00,2018-02-27 21:05:08.352042+00:00,2018-02-28 06:00:00+00:00
EL701,Repair,2018-02-27 17:15:00+00:00,2018-02-27 19:24:06.107372+00:00,2018-02-28 05:00:00+00:00
EL437,Repair,2018-02-27 17:08:00+00:00,2018-02-27 18:12:08.249564+00:00,2018-02-27 21:10:00+00:00
EL143,Under Investigation,2018-02-27 16:44:00+00:00,2018-02-27 19:40:06.964287+00:00,2018-02-28 05:00:00+00:00
EL127,Maintenance,2018-02-27 16:30:00+00:00,2018-02-27 18:00:06.412650+00:00,2018-02-28 04:35:00+00:00
EL309,Under Investigation,2018-02-27 16:25:00+00:00,2018-02-28 00:26:07.844461+00:00,2018-02-28 05:00:00+00:00
EL267,Under Investigation,2018-02-27 16:02:00+00:00,2018-02-27 19:53:08.561448+00:00,2018-02-28 05:00:00+00:00
EL129,Under Investigation,2018-02-27 15:17:00+00:00,2018-03-02 20:11:09.427053+00:00,2018-02-28 04:00:00+00:00
EL708,Repair,2018-02-27 15:20:00+00:00,2018-02-27 17:12:07.152974+00:00,2018-02-27 21:00:00+00:00
EL124,Repair,2018-02-27 15:13:00+00:00,2018-02-27 19:47:07.009684+00:00,2018-02-28 03:00:00+00:00
EL149,Under Investigation,2018-02-27 15:10:00+00:00,2018-02-28 00:32:08.462857+00:00,2018-02-28 03:10:00+00:00
EL226,Repair,2018-02-27 15:05:00+00:00,2018-02-27 17:50:06.498711+00:00,2018-02-27 21:00:00+00:00
EL394,Under Investigation,2018-02-27 14:50:00+00:00,2018-02-27 17:36:06.790736+00:00,2018-02-28 02:50:00+00:00
EL323,Repair,2018-02-27 14:49:00+00:00,2018-02-27 19:58:07.231746+00:00,2018-02-27 21:00:00+00:00
EL213,Under Investigation,2018-02-27 14:38:00+00:00,2018-02-27 16:12:06.071822+00:00,2018-02-28 03:00:00+00:00
EL420,Repair,2018-02-27 14:45:00+00:00,2018-02-27 15:14:06.132444+00:00,2018-02-27 21:00:00+00:00
EL218,Repair,2018-02-27 14:22:00+00:00,2018-02-27 16:09:07.626840+00:00,2018-02-28 03:00:00+00:00
EL244,Maintenance,2018-02-27 14:10:00+00:00,2018-02-27 20:12:07.019388+00:00,2018-02-28 02:10:00+00:00
EL132,Repair,2018-02-27 14:06:00+00:00,2018-02-27 19:58:07.231746+00:00,2018-02-28 02:00:00+00:00
EL107,Under Investigation,2018-02-27 13:55:00+00:00,2018-02-27 15:18:06.785772+00:00,2018-02-28 01:55:00+00:00
EL130,Repair,2018-02-27 13:30:00+00:00,2018-02-27 16:19:07.679435+00:00,2018-02-27 19:00:00+00:00
EL415X,Repair,2018-02-27 05:45:00+00:00,2018-02-27 18:01:07.422854+00:00,2018-02-27 18:00:00+00:00
EL291X,Repair,2018-02-27 05:05:00+00:00,2018-02-27 18:01:07.422854+00:00,2018-02-27 18:00:00+00:00
EL295X,Repair,2018-02-27 07:45:00+00:00,2018-02-27 18:01:07.422854+00:00,2018-02-27 20:00:00+00:00
EL240,Under Investigation,2018-02-27 12:15:00+00:00,2018-02-27 15:08:09.769812+00:00,2018-02-28 01:00:00+00:00
EL291X,Repair,2018-02-23 05:00:00+00:00,2018-02-27 10:47:07.490464+00:00,2018-02-28 01:00:00+00:00
EL391,Maintenance,2018-02-27 08:10:00+00:00,2018-02-27 11:17:08.835470+00:00,2018-02-27 11:00:00+00:00
EL211,Maintenance,2018-02-27 07:50:00+00:00,2018-02-27 10:05:07.439882+00:00,2018-02-27 20:00:00+00:00
EL342,Under Investigation,2018-02-27 07:11:00+00:00,2018-02-27 11:14:08.426122+00:00,2018-02-27 20:00:00+00:00
EL127,Under Investigation,2018-02-27 06:35:00+00:00,2018-02-27 09:55:06.780907+00:00,2018-02-27 18:00:00+00:00
EL708,Under Investigation,2018-02-27 06:00:00+00:00,2018-02-27 09:52:07.420093+00:00,2018-02-27 19:00:00+00:00
EL210,Maintenance,2018-02-27 06:05:00+00:00,2018-02-27 07:42:06.947930+00:00,2018-02-27 11:00:00+00:00
EL307,Maintenance,2018-02-27 05:40:00+00:00,2018-02-27 10:02:08.110178+00:00,2018-02-27 18:00:00+00:00
EL408,Inspection,2018-02-27 05:20:00+00:00,2018-02-27 08:50:06.255083+00:00,2018-02-27 11:00:00+00:00
EL126,Maintenance,2018-02-27 05:01:00+00:00,2018-02-27 09:51:08.221261+00:00,2018-02-27 11:00:00+00:00
EL411,Maintenance,2018-02-27 05:24:00+00:00,2018-02-27 08:32:07.334267+00:00,2018-02-27 11:00:00+00:00
EL423,Under Investigation,2018-02-27 05:17:00+00:00,2018-02-27 09:32:07.740096+00:00,2018-02-27 18:00:00+00:00
EL195,Maintenance,2018-02-27 05:19:00+00:00,2018-02-27 09:26:08.808222+00:00,2018-02-27 11:00:00+00:00
EL209,Maintenance,2018-02-27 05:20:00+00:00,2018-02-27 06:01:08.165982+00:00,2018-02-27 17:00:00+00:00
EL328,Maintenance,2018-02-27 05:12:00+00:00,2018-02-27 07:25:06.012197+00:00,2018-02-27 11:00:00+00:00
EL112,Inspection,2018-02-27 05:12:00+00:00,2018-02-27 09:21:08.399459+00:00,2018-02-27 11:00:00+00:00
EL344,Maintenance,2018-02-27 04:58:00+00:00,2018-02-27 10:04:07.194731+00:00,2018-02-27 11:00:00+00:00
EL720,Maintenance,2018-02-27 04:54:00+00:00,2018-02-27 11:05:08.156695+00:00,2018-02-27 11:00:00+00:00
EL219,Inspection,2018-02-27 04:40:00+00:00,2018-02-27 08:54:05.929896+00:00,2018-02-27 11:00:00+00:00
EL126,Under Investigation,2018-02-27 04:25:00+00:00,2018-02-27 04:42:06.497737+00:00,2018-02-27 11:00:00+00:00
EL229,Maintenance,2018-02-27 04:19:00+00:00,2018-02-27 10:16:07.929768+00:00,2018-02-27 11:00:00+00:00
EL240,Maintenance,2018-02-27 04:15:00+00:00,2018-02-27 09:54:06.752922+00:00,2018-02-27 11:00:00+00:00
EL397,Under Investigation,2018-02-27 03:48:00+00:00,2018-02-27 07:42:06.947930+00:00,2018-02-27 16:00:00+00:00
EL130,Under Investigation,2018-02-27 03:45:00+00:00,2018-02-27 09:44:07.823935+00:00,2018-02-27 16:00:00+00:00
EL230,Repair,2018-02-27 03:47:00+00:00,2018-02-27 05:46:07.207682+00:00,2018-02-27 11:00:00+00:00
EL374,Under Investigation,2018-02-27 02:18:00+00:00,2018-02-27 04:51:06.542612+00:00,2018-02-27 15:00:00+00:00
EL442,Under Investigation,2018-02-27 00:48:00+00:00,2018-02-27 03:32:07.618102+00:00,2018-02-27 13:00:00+00:00
EL107,Repair,2018-02-26 23:38:00+00:00,2018-02-27 03:52:07.666705+00:00,2018-02-27 11:00:00+00:00
EL119,Under Investigation,2018-02-26 23:04:00+00:00,2018-02-27 02:26:07.903015+00:00,2018-02-27 12:00:00+00:00
EL383,Under Investigation,2018-02-26 22:39:00+00:00,2018-02-27 02:55:07.130241+00:00,2018-02-27 11:00:00+00:00
EL106,Under Investigation,2018-02-26 22:17:00+00:00,2018-02-27 02:13:08.169885+00:00,2018-02-27 11:00:00+00:00
EL106,Under Investigation,2018-02-26 22:14:00+00:00,2018-02-26 22:24:07.457308+00:00,2018-02-27 11:00:00+00:00
EL128,Under Investigation,2018-02-26 19:56:00+00:00,2018-02-27 00:32:06.648384+00:00,2018-02-27 08:00:00+00:00
EL143,Repair,2018-02-26 20:56:00+00:00,2018-02-27 01:06:07.935096+00:00,2018-02-27 03:00:00+00:00
EL129,Under Investigation,2018-02-26 20:47:00+00:00,2018-02-27 10:04:07.194731+00:00,2018-02-27 03:00:00+00:00
EL230,Repair,2018-02-26 20:09:00+00:00,2018-02-27 00:11:08.831726+00:00,2018-02-27 03:00:00+00:00
EL711,Under Investigation,2018-02-26 17:31:00+00:00,2018-02-27 02:23:06.883410+00:00,2018-02-27 06:00:00+00:00
EL234,Under Investigation,2018-02-26 14:53:00+00:00,2018-02-26 16:14:08.008263+00:00,2018-02-27 02:00:00+00:00
EL268X,Inspection,2018-02-26 14:00:00+00:00,2018-02-27 10:39:06.893747+00:00,2018-02-27 02:00:00+00:00
EL244,Maintenance,2018-02-26 14:45:00+00:00,2018-02-26 23:00:06.425481+00:00,2018-02-27 02:45:00+00:00
EL323,Maintenance,2018-02-26 14:40:00+00:00,2018-02-26 19:54:05.961175+00:00,2018-02-27 02:40:00+00:00
EL308,Maintenance,2018-02-26 14:30:00+00:00,2018-02-26 19:50:07.119523+00:00,2018-02-26 21:00:00+00:00
EL443,Under Investigation,2018-02-26 14:15:00+00:00,2018-02-26 19:58:07.615573+00:00,2018-02-27 02:00:00+00:00
EL716,Repair,2018-02-26 14:15:00+00:00,2018-02-27 20:34:07.035614+00:00,2018-02-27 02:00:00+00:00
EL132,Repair,2018-02-26 14:05:00+00:00,2018-02-26 20:12:06.288335+00:00,2018-02-27 03:00:00+00:00
EL440,Repair,2018-02-26 14:00:00+00:00,2018-02-27 22:11:09.147527+00:00,2018-02-27 02:00:00+00:00
EL447,Under Investigation,2018-02-26 13:07:00+00:00,2018-02-26 15:18:06.027345+00:00,2018-02-27 02:00:00+00:00
EL205,Under Investigation,2018-02-26 12:28:00+00:00,2018-02-26 14:30:06.278413+00:00,2018-02-27 00:00:00+00:00
EL339,Under Investigation,2018-02-26 11:40:00+00:00,2018-02-26 15:35:06.221088+00:00,2018-02-26 23:00:00+00:00
EL192,Under Investigation,2018-02-26 09:02:00+00:00,2018-02-26 12:00:06.021506+00:00,2018-02-26 22:00:00+00:00
EL205,Under Investigation,2018-02-26 09:07:00+00:00,2018-02-26 10:37:07.292549+00:00,2018-02-26 22:00:00+00:00
EL194,Under Investigation,2018-02-26 09:01:00+00:00,2018-02-26 12:02:07.170076+00:00,2018-02-26 22:00:00+00:00
EL193,Under Investigation,2018-02-26 08:58:00+00:00,2018-02-26 12:01:06.091926+00:00,2018-02-26 21:00:00+00:00
EL701,Under Investigation,2018-02-26 07:49:00+00:00,2018-02-26 10:22:08.329062+00:00,2018-02-26 18:00:00+00:00
EL305,Under Investigation,2018-02-26 07:49:00+00:00,2018-02-26 10:33:09.267521+00:00,2018-02-26 18:00:00+00:00
